v_cam;altitude;tma_num;V_S;V_E;V_T;maps;year;location;azimuth;photo_dist;fl_length;month;day
"32";"25000";"1740";"1";"143";"143";N/A;"1966";ronne_shelf;109;2.024;287.38;"1";"27"
"32";"25000";"1740";"1";"143";"143";N/A;"1966";peninsula;109;2.024;287.38;"1";"27"
"32";"25000";"1741";"144";"282";"139";N/A;"1966";ronne_shelf;293;3.542;488.73;"1";"27"
"32";"25000";"1741";"144";"282";"139";N/A;"1966";peninsula;293;3.542;488.73;"1";"27"
"32";"25000";"1742";"53";"154";"102";N/A;"1966";peninsula;112;2.325;234.84;"1";"29"
"32";"25000";"1743";"155";"248";"94";N/A;"1966";peninsula;291;2.594;241.27;"1";"29"
"32";"25000";"1744";"249";"354";"106";N/A;"1966";peninsula;111;2.3;241.53;"1";"29"
"32";"24000";"1745";"1";"94";"94";N/A;"1966";ronne_shelf;113;3.243;301.56;"1";"28"
"32";"24000";"1745";"1";"94";"94";N/A;"1966";peninsula;113;3.243;301.56;"1";"28"
"32";"24000";"1746";"95";"183";"89";N/A;"1966";ronne_shelf;293;3.56;313.29;"1";"28"
"32";"24000";"1746";"95";"183";"89";N/A;"1966";peninsula;293;3.56;313.29;"1";"28"
"32";"24000";"1747";"184";"250";"67";N/A;"1966";peninsula;114;3.835;253.13;"1";"28"
"32";"24000";"1748";"251";"302";"52";N/A;"1966";ronne_shelf;294;4.983;254.13;"1";"28"
"32";"24000";"1748";"251";"302";"52";N/A;"1966";peninsula;294;4.983;254.13;"1";"28"
"32";"31000";"1749";"1";"52";"52";N/A;"1966";peninsula;142;2.842;144.92;"1";"28"
"32";"20000";"1762";"33";"65";"33";N/A;"1966";peninsula;261;2.584;82.701;"1";"30"
"32";"20000";"1763";"66";"94";"29";N/A;"1966";peninsula;82.9;2.64;73.919;"1";"30"
"32";"20000";"1764";"95";"125";"31";N/A;"1966";peninsula;263;2.605;78.141;"1";"30"
"32";"20000";"1769";"311";"340";"30";N/A;"1966";peninsula;262;2.697;78.205;"1";"30"
"32";"20000";"1765";"126";"189";"64";N/A;"1966";peninsula;81.1;2.4;151.2;"1";"30"
"32";"20000";"1766";"190";"233";"44";N/A;"1966";peninsula;266;2.156;92.722;"1";"30"
"32";"20000";"1767";"234";"280";"47";N/A;"1966";peninsula;93.9;2.027;93.253;"1";"30"
"32";"20000";"1768";"281";"310";"30";N/A;"1966";peninsula;236;2.298;66.646;"1";"30"
"32";"25000";"1761";"1";"32";"32";N/A;"1966";peninsula;156;2.842;88.096;"1";"30"
"32";"25000";"1760";"298";"367";"70";N/A;"1966";marie_byrd_land;87.4;2.423;167.19;"2";"1"
"32";"20000";"1771";"145";"187";"43";N/A;"1966";marie_byrd_land;25.7;1.659;69.667;"2";"15"
"32";"20000";"1772";"188";"230";"43";N/A;"1966";marie_byrd_land;205;1.965;82.511;"2";"15"
"32";"15000";"1704";"1";"27";"27";N/A;"1965";ross_island;295;1.632;42.444;"11";"6"
"32";"15000";"1712";"54";"76";"23";N/A;"1965";ross_island;321;1.277;28.083;"11";"20"
"32";"15000";"1700";"1";"30";"30";N/A;"1965";ross_island;322;0.784;22.73;"10";"27"
"32";"15000";"1797";"177";"182";"6";N/A;"1965";ross_island;316;4.512;22.562;"12";"9"
"32";"15000";"1775";"303";"337";"35";N/A;"1966";ross_island;313;1.75;59.505;"2";"16"
"32";"16300";"1710";"19";"31";"13";N/A;"1965";ross_island;3.43;1.664;19.972;"11";"20"
"32";"15000";"1774";"247";"302";"56";N/A;"1966";ross_island;80.5;1.147;63.058;"2";"16"
"32";"15000";"1711";"32";"53";"22";N/A;"1965";ross_island;135;1.141;23.966;"11";"20"
"32";"15000";"1791";"1";"31";"31";N/A;"1965";ross_island;323;0.97;29.109;"12";"9"
"32";"15000";"1701";"31";"59";"29";N/A;"1965";ross_island;143;1.68;47.05;"10";"27"
"32";"15000";"1701";"31";"59";"29";N/A;"1965";dry_valleys;143;1.68;47.05;"10";"27"
"32";"15000";"1792";"22";"50";"29";N/A;"1965";ross_island;135;1.823;51.031;"12";"9"
"32";"15000";"1792";"22";"50";"29";N/A;"1965";dry_valleys;135;1.823;51.031;"12";"9"
"32";"20380";"1828";"1";"14";"14";N/A;"1966";peninsula;110;3.092;40.196;"12";"18"
"32";"20380";"1827";"1";"111";"111";N/A;"1966";peninsula;293;3.082;339.04;"12";"18"
"32";"20380";"1826";"1";"129";"129";N/A;"1966";peninsula;113;2.733;349.79;"12";"18"
"32";"20380";"1825";"1";"142";"142";N/A;"1966";peninsula;292;2.547;359.17;"12";"18"
"32";"20380";"1833";"1";"156";"156";N/A;"1966";peninsula;111;2.003;310.49;"12";"18"
"32";"16000";"1821";"1";"191";"191";N/A;"1966";peninsula;284;1.523;289.44;"11";"18"
"32";"20700";"1817";"1";"35";"35";N/A;"1966";peninsula;287;2.463;83.727;;
"32";"16000";"1816";"1";"182";"182";N/A;"1966";peninsula;112;1.585;286.88;;
"32";"20360";"1832";"1";"81";"81";N/A;"1966";peninsula;284;1.987;158.98;"12";"18"
"32";"20700";"1818";"1";"70";"70";N/A;"1966";peninsula;110;2.242;154.71;;
"32";"20360";"1831";"1";"78";"78";N/A;"1966";peninsula;103;1.906;146.73;"12";"18"
"32";"20340";"1812";"1";"80";"80";N/A;"1966";peninsula;286;2.144;169.36;"12";"18"
"32";"23300";"1830";"1";"54";"54";N/A;"1966";peninsula;102;1.616;85.631;;
"32";"19200";"1843";"1";"92";"92";N/A;"1966";peninsula;110;1.557;141.68;"12";"27"
"32";"20000";"1813";"81";"203";"123";N/A;"1966";peninsula;111;2.018;246.2;;
"32";"20150";"1829";"1";"48";"48";N/A;"1966";peninsula;285;1.754;82.432;"12";"18"
"32";"19200";"1844";"93";"190";"98";N/A;"1966";peninsula;112;1.143;110.86;"12";"27"
"32";"19200";"1845";"190";"275";"86";N/A;"1966";peninsula;290;0.542;46.107;"12";"27"
"32";;"1800";"1";"79";"79";N/A;"1966";peninsula;292;1.934;150.85;;
"32";;"1801";"80";"164";"85";N/A;"1966";peninsula;113;1.697;142.55;;
"32";"19200";"1846";"276";"383";"108";N/A;"1966";peninsula;111;1.928;206.33;"12";"27"
"32";"19200";"1847";"1";"95";"95";N/A;"1966";peninsula;291;2.051;192.8;"12";"27"
"32";;"1804";"185";"204";"20";N/A;"1966";peninsula;289;2.938;55.823;;
"32";"19200";"1848";"96";"183";"88";N/A;"1966";peninsula;111;1.972;171.57;"12";"27"
"32";;"1803";"171";"184";"14";N/A;"1966";peninsula;108;2.586;33.623;;
"32";;"1802";"165";"170";"6";N/A;"1966";peninsula;289;10.59;52.963;;
"32";"19200";"1849";"184";"284";"101";N/A;"1966";peninsula;283;2.068;206.81;"12";"27"
"32";"20500";"1822";"1";"114";"114";N/A;"1966";peninsula;181;2.052;231.82;"11";"23"
"32";"20000";"1823";"1";"103";"103";N/A;"1966";peninsula;0.31;1.902;194.04;"11";"25"
"32";"20500";"1824";"1";"109";"109";N/A;"1966";peninsula;179;1.807;195.1;"11";"25"
"32";"20500";"1835";"1";"95";"95";N/A;"1966";peninsula;359;2.036;191.38;"11";"28"
"32";"20500";"1834";"1";"50";"50";N/A;"1966";peninsula;358;1.867;91.464;"11";"28"
"32";"23300";"1814";"1";"45";"45";N/A;"1966";peninsula;289;2.033;89.442;;
"32";;"1805";"1";"74";"74";N/A;"1966";peninsula;104;1.989;145.19;;
"32";;"1806";"75";"134";"60";N/A;"1966";peninsula;288;2.374;140.03;;
"32";"26000";"1962";"1";"57";"57";N/A;"1967";peninsula;25.1;2.926;163.85;"1";"7"
"32";"26000";"1963";"58";"89";"32";N/A;"1967";peninsula;105;2.895;89.756;"1";"7"
"32";"26000";"1965";"1";"23";"23";N/A;"1967";peninsula;293;2.684;59.056;"1";"7"
"32";"20000";"1807";"1";"41";"41";N/A;"1966";peninsula;287;1.862;74.497;;
"32";"26000";"1966";"24";"68";"45";N/A;"1967";peninsula;289;2.725;119.9;"1";"7"
"32";"20000";"1809";"86";"121";"36";N/A;"1966";peninsula;292;2.008;70.297;;
"32";"26000";"1967";"69";"115";"47";N/A;"1967";peninsula;107;2.843;130.79;"1";"7"
"32";"26000";"1964";"90";"106";"17";N/A;"1967";peninsula;295;3.121;49.941;"1";"7"
"32";"23300";"1815";"1";"76";"76";N/A;"1966";peninsula;112;1.653;123.99;;
"32";"26000";"1969";"152";"185";"34";N/A;"1967";peninsula;111;4.024;132.78;"1";"7"
"32";"18000";"1811";"183";"203";"21";N/A;"1966";peninsula;284;2.166;43.323;;
"32";"26000";"1968";"116";"151";"36";N/A;"1967";peninsula;291;3.67;128.43;"1";"7"
"32";"18000";"1810";"122";"182";"61";N/A;"1966";peninsula;107;1.651;99.043;;
"32";"25000";"1876";"113";"219";"107";N/A;"1966";ronne_shelf;114;2.521;267.24;"11";"22"
"32";"25000";"1876";"113";"219";"107";N/A;"1966";peninsula;114;2.521;267.24;"11";"22"
"32";"25000";"1875";"1";"112";"112";N/A;"1966";ronne_shelf;291;1.825;202.57;"11";"22"
"32";"25000";"1875";"1";"112";"112";N/A;"1966";peninsula;291;1.825;202.57;"11";"22"
"32";"26000";"1999";"312";"389";"78";N/A;"1967";peninsula;115;2.276;175.24;"1";"7"
"32";"20000";"1864";"181";"231";"51";N/A;"1966";ronne_shelf;112;2.093;104.64;"12";"30"
"32";"20000";"1864";"181";"231";"51";N/A;"1966";peninsula;112;2.093;104.64;"12";"30"
"32";"20000";"1863";"140";"180";"41";N/A;"1966";ronne_shelf;294;1.576;63.048;"12";"30"
"32";"20000";"1863";"140";"180";"41";N/A;"1966";peninsula;294;1.576;63.048;"12";"30"
"32";"20000";"1861";"48";"100";"53";N/A;"1966";ronne_shelf;293;2.262;117.62;"12";"30"
"32";"20000";"1861";"48";"100";"53";N/A;"1966";peninsula;293;2.262;117.62;"12";"30"
"32";"20000";"1862";"101";"139";"39";N/A;"1966";ronne_shelf;112;1.925;73.16;"12";"30"
"32";"20000";"1862";"101";"139";"39";N/A;"1966";peninsula;112;1.925;73.16;"12";"30"
"32";"25000";"1993";"1";"201";"201";N/A;"1967";ronne_shelf;293;2.514;502.74;"1";"5"
"32";"25000";"1993";"1";"201";"201";N/A;"1967";peninsula;293;2.514;502.74;"1";"5"
"32";"25000";"1995";"1";"155";"155";N/A;"1967";ronne_shelf;294;2.212;340.59;"1";"5"
"32";"25000";"1995";"1";"155";"155";N/A;"1967";peninsula;294;2.212;340.59;"1";"5"
"32";"25000";"1996";"156";"290";"135";N/A;"1967";ronne_shelf;114;2.607;349.29;"1";"5"
"32";"25000";"1996";"156";"290";"135";N/A;"1967";peninsula;114;2.607;349.29;"1";"5"
"32";"25000";"1994";"202";"392";"191";N/A;"1967";ronne_shelf;114;2.753;523.05;"1";"5"
"32";"25000";"1994";"202";"392";"191";N/A;"1967";peninsula;114;2.753;523.05;"1";"5"
"32";"20360";"1889";"211";"272";"62";N/A;"1966";ronne_shelf;297;2.526;154.06;"12";"31"
"32";"20360";"1889";"211";"272";"62";N/A;"1966";peninsula;297;2.526;154.06;"12";"31"
"32";"25000";"1882";"249";"319";"71";N/A;"1966";ronne_shelf;116;2.242;156.91;"11";"14"
"32";"25000";"1882";"249";"319";"71";N/A;"1966";peninsula;116;2.242;156.91;"11";"14"
"32";"25000";"1882";"249";"319";"71";N/A;"1966";marie_byrd_land;116;2.242;156.91;"11";"14"
"32";"25000";"1881";"165";"248";"84";N/A;"1966";ronne_shelf;293;2.417;200.63;"11";"14"
"32";"25000";"1881";"165";"248";"84";N/A;"1966";peninsula;293;2.417;200.63;"11";"14"
"32";"25000";"1881";"165";"248";"84";N/A;"1966";marie_byrd_land;293;2.417;200.63;"11";"14"
"32";"25000";"1880";"80";"164";"85";N/A;"1966";ronne_shelf;112;2.696;226.47;"11";"21"
"32";"25000";"1880";"80";"164";"85";N/A;"1966";peninsula;112;2.696;226.47;"11";"21"
"32";"25000";"1880";"80";"164";"85";N/A;"1966";marie_byrd_land;112;2.696;226.47;"11";"21"
"32";"20000";"1953";"167";"240";"74";N/A;"1967";peninsula;294;1.999;145.95;"1";"2"
"32";"22800";"1857";"101";"254";"154";N/A;"1966";peninsula;292;2.384;364.74;"12";"2"
"32";"20000";"1952";"118";"166";"49";N/A;"1967";peninsula;115;1.869;89.72;"1";"2"
"32";"20000";"1858";"255";"363";"109";N/A;"1966";peninsula;113;2.74;295.88;"12";"2"
"32";"20000";"1951";"78";"117";"40";N/A;"1967";peninsula;114;2.244;87.528;"1";"2"
"32";"20000";"1950";"38";"77";"40";N/A;"1967";peninsula;294;1.895;73.916;"1";"2"
"32";"23000";"1851";"124";"257";"134";N/A;"1966";peninsula;114;2.579;342.94;"12";"2"
"32";"23000";"1852";"258";"333";"76";N/A;"1966";peninsula;295;2.456;184.22;"12";"2"
"32";"21000";"1945";"1";"51";"51";N/A;"1966";peninsula;294;2.081;104.07;"12";"29"
"32";"23000";"1853";"334";"394";"61";N/A;"1966";peninsula;114;2.854;171.24;"12";"2"
"32";"21000";"1948";"52";"105";"54";N/A;"1966";peninsula;115;1.986;105.26;"12";"29"
"32";"25000";"1947";"106";"181";"76";N/A;"1966";peninsula;278;1.989;149.17;"12";"29"
"32";"25000";"1946";"182";"248";"67";N/A;"1966";peninsula;105;2.064;136.21;"12";"29"
"32";"25000";"1944";"330";"358";"29";N/A;"1966";peninsula;282;5.258;147.23;"12";"29"
"32";"25000";"1943";"298";"329";"32";N/A;"1966";peninsula;98.8;4.327;134.13;"12";"29"
"32";"25000";"1942";"266";"297";"32";N/A;"1966";peninsula;278;2.538;78.666;"12";"29"
"32";"25000";"1941";"247";"265";"19";N/A;"1966";peninsula;96.4;3.989;71.795;"12";"29"
"32";"25000";"1940";"225";"246";"22";N/A;"1966";peninsula;274;1.824;38.3;"12";"29"
"32";"25000";"1939";"177";"224";"48";N/A;"1966";peninsula;94.8;1.005;47.217;"12";"29"
"32";"25000";"1938";"132";"176";"45";N/A;"1966";peninsula;270;1.296;57.018;"12";"29"
"32";"25000";"1937";"70";"131";"62";N/A;"1966";peninsula;99.3;0.967;58.994;"12";"29"
"32";"25000";"1936";"1";"69";"69";N/A;"1966";peninsula;277;1.271;86.398;"12";"29"
"32";"25000";"1954";"1";"25";"25";N/A;"1966";peninsula;95.3;1.952;46.856;"12";"29"
"32";"25000";"1955";"26";"54";"29";N/A;"1966";peninsula;271;2.265;63.416;"12";"29"
"32";"25000";"1956";"55";"87";"33";N/A;"1966";peninsula;98.4;2.557;81.819;"12";"29"
"32";"29400";"1920";"1";"26";"26";N/A;"1966";peninsula;269;2.982;74.561;"12";"28"
"32";"29400";"1919";"309";"344";"36";N/A;"1966";peninsula;268;1.766;61.822;"12";"28"
"32";"29400";"1918";"253";"308";"56";N/A;"1966";peninsula;89.5;2.661;146.33;"12";"28"
"32";"29400";"1917";"211";"252";"42";N/A;"1966";peninsula;267;3.251;133.27;"12";"28"
"32";"25000";"1916";"229";"274";"46";N/A;"1966";peninsula;267;2.599;116.97;"12";"5"
"32";"25000";"1915";"275";"324";"50";N/A;"1966";peninsula;87.2;2.363;115.76;"12";"5"
"32";"25000";"1913";"325";"362";"38";N/A;"1966";peninsula;268;2.878;106.47;"12";"5"
"32";"26000";"1912";"1";"30";"30";N/A;"1966";peninsula;89.7;3.382;98.085;"12";"5"
"32";"25000";"1914";"363";"383";"21";N/A;"1966";peninsula;84.5;1.902;38.048;"12";"5"
"32";"26000";"1911";"31";"59";"29";N/A;"1966";peninsula;263;3.658;102.42;"12";"5"
"32";"26000";"1910";"65";"159";"95";N/A;"1966";peninsula;84;2.604;244.8;"12";"5"
"32";"26000";"1909";"160";"251";"92";N/A;"1966";peninsula;262;2.637;240;"12";"5"
"32";"26000";"1908";"252";"350";"99";N/A;"1966";peninsula;81.4;2.625;257.24;"12";"5"
"32";"28260";"1904";"170";"210";"41";N/A;"1965";peninsula;256;2.887;115.47;"12";"28"
"32";"28000";"1877";"220";"329";"110";N/A;"1966";peninsula;257;2.947;321.25;"11";"28"
"32";"28000";"1900";"1";"104";"104";N/A;"1965";peninsula;76.2;3.077;316.9;"11";"28"
"32";"28000";"1901";"105";"220";"116";N/A;"1965";peninsula;255;2.663;306.25;"11";"28"
"32";"28000";"1902";"221";"325";"105";N/A;"1965";peninsula;75.8;3.041;316.22;"11";"28"
"32";"28000";"1903";"326";"400";"75";N/A;"1965";marie_byrd_land;256;3.118;230.73;"11";"28"
"32";"26000";"1899";"310";"378";"69";N/A;"1966";peninsula;344;2.262;153.79;"2";"4"
"32";"25000";"1905";"1";"66";"66";N/A;"1966";peninsula;165;2.192;142.49;"12";"4"
"32";"25000";"1906";"67";"134";"68";N/A;"1966";peninsula;347;2.504;167.77;"12";"4"
"32";"25000";"1907";"135";"201";"67";N/A;"1966";peninsula;166;2.55;168.27;"12";"4"
"32";"24000";"1984";"1";"28";"28";N/A;"1967";peninsula;330;2.169;58.556;"1";"1"
"32";"24000";"1984";"1";"28";"28";N/A;"1967";marie_byrd_land;330;2.169;58.556;"1";"1"
"32";"24000";"1985";"29";"63";"35";N/A;"1967";peninsula;143;1.798;61.137;"1";"1"
"32";"24000";"1985";"29";"63";"35";N/A;"1967";marie_byrd_land;143;1.798;61.137;"1";"1"
"32";"24000";"1986";"64";"101";"38";N/A;"1967";peninsula;320;1.797;66.506;"1";"1"
"32";"24000";"1986";"64";"101";"38";N/A;"1967";marie_byrd_land;320;1.797;66.506;"1";"1"
"32";"24000";"1987";"102";"147";"46";N/A;"1967";peninsula;139;1.492;67.119;"1";"1"
"32";"24000";"1987";"102";"147";"46";N/A;"1967";marie_byrd_land;139;1.492;67.119;"1";"1"
"32";"24000";"1990";"220";"251";"32";N/A;"1967";marie_byrd_land;248;2.943;91.223;"1";"1"
"32";"24000";"1991";"252";"283";"32";N/A;"1967";marie_byrd_land;72.1;3.189;98.856;"1";"1"
"32";"24000";"1992";"284";"338";"55";N/A;"1967";marie_byrd_land;249;2.608;140.8;"1";"1"
"32";"24000";"1983";"50";"89";"40";N/A;"1967";marie_byrd_land;109;3.32;129.49;"1";"1"
"32";"25000";"1971";"124";"170";"47";N/A;"1966";marie_byrd_land;7.48;2.04;93.834;"12";"30"
"32";"25000";"1970";"88";"123";"36";N/A;"1966";marie_byrd_land;187;2.357;82.491;"12";"30"
"32";"25000";"1972";"171";"210";"40";N/A;"1966";marie_byrd_land;187;2.337;91.13;"12";"30"
"32";"25000";"1869";"1";"171";"171";N/A;"1966";marie_byrd_land;21.6;2.57;436.93;"11";"14"
"32";"25000";"1870";"172";"353";"182";N/A;"1966";marie_byrd_land;201;2.275;411.79;"11";"14"
"32";"25000";"1870";"172";"353";"182";N/A;"1966";ross_shelf;201;2.275;411.79;"11";"14"
"32";"25000";"1872";"1";"112";"112";N/A;"1966";marie_byrd_land;21.1;2.24;248.59;"11";"14"
"32";"25000";"1872";"1";"112";"112";N/A;"1966";ross_shelf;21.1;2.24;248.59;"11";"14"
"32";"25000";"1892";"1";"103";"103";N/A;"1966";marie_byrd_land;23.3;2.72;277.4;"12";"21"
"32";"25000";"1892";"1";"103";"103";N/A;"1966";transantarctic_mountains;23.3;2.72;277.4;"12";"21"
"32";"26000";"2007";"67";"90";"24";N/A;"1967";marie_byrd_land;15.8;2.546;58.565;"1";"26"
"32";"26000";"2007";"67";"90";"24";N/A;"1967";transantarctic_mountains;15.8;2.546;58.565;"1";"26"
"32";"26000";"2008";"91";"114";"24";N/A;"1967";marie_byrd_land;199;2.836;65.232;"1";"26"
"32";"26000";"2008";"91";"114";"24";N/A;"1967";transantarctic_mountains;199;2.836;65.232;"1";"26"
"32";"25000";"1891";"104";"162";"59";N/A;"1966";marie_byrd_land;200;2.579;149.58;"12";"21"
"32";"25000";"1891";"104";"162";"59";N/A;"1966";transantarctic_mountains;200;2.579;149.58;"12";"21"
"32";"26000";"2006";"1";"66";"66";N/A;"1967";marie_byrd_land;19.8;2.365;153.7;"1";"26"
"32";"25000";"1873";"113";"196";"84";N/A;"1966";marie_byrd_land;199;2.425;201.3;"11";"14"
"32";"25000";"1873";"113";"196";"84";N/A;"1966";ross_shelf;199;2.425;201.3;"11";"14"
"32";"25000";"1874";"197";"248";"52";N/A;"1966";marie_byrd_land;19;2.337;119.19;"11";"14"
"32";"25000";"1874";"197";"248";"52";N/A;"1966";ross_shelf;19;2.337;119.19;"11";"14"
"32";"25000";"1871";"354";"397";"44";N/A;"1966";marie_byrd_land;198;1.959;84.227;"11";"14"
"32";"25000";"1871";"354";"397";"44";N/A;"1966";ross_shelf;198;1.959;84.227;"11";"14"
"32";"17000";"1935";"84";"169";"86";N/A;"1966";marie_byrd_land;345;1.776;150.99;"12";"21"
"32";"17000";"1935";"84";"169";"86";N/A;"1966";ross_shelf;345;1.776;150.99;"12";"21"
"32";"16500";"1933";"283";"361";"79";N/A;"1967";ross_shelf;176;1.489;116.13;"1";"1"
"32";"17000";"1934";"1";"83";"83";N/A;"1966";ross_shelf;165;1.909;156.53;"12";"21"
"32";"16500";"1932";"200";"282";"83";N/A;"1967";ross_shelf;357;1.805;147.97;"1";"1"
"32";"17000";"1923";"276";"343";"68";N/A;"1966";ross_shelf;356;1.51;101.17;"12";"21"
"32";"16000";"1924";"1";"81";"81";N/A;"1966";ross_shelf;176;1.272;101.74;"12";"28"
"32";"16500";"1931";"94";"199";"106";N/A;"1967";ross_shelf;177;1.496;157.03;"1";"1"
"32";"16500";"1930";"1";"93";"93";N/A;"1967";ross_shelf;358;1.566;144.1;"1";"1"
"32";"16500";"1929";"261";"352";"92";N/A;"1966";ross_shelf;177;1.648;150.01;"12";"31"
"32";"16500";"1928";"176";"260";"85";N/A;"1966";ross_shelf;357;1.812;152.17;"12";"31"
"32";"17000";"1922";"230";"275";"46";N/A;"1966";ross_shelf;343;2.116;95.224;"12";"21"
"32";"17000";"1921";"163";"229";"67";N/A;"1966";ross_shelf;163;1.58;104.28;"12";"21"
"32";"16500";"1925";"1";"80";"80";N/A;"1966";ross_shelf;162;1.8;142.23;"12";"31"
"32";"16500";"1927";"85";"175";"91";N/A;"1966";ross_shelf;177;1.485;133.61;"12";"31"
"32";"16500";"1926";"1";"84";"84";N/A;"1966";ross_shelf;355;1.581;131.25;"12";"31"
"32";"12000";"1842";"1";"59";"59";N/A;"1967";ross_island;321;1.284;74.475;"1";"19"
"32";"12000";"1842";"1";"59";"59";N/A;"1967";dry_valleys;321;1.284;74.475;"1";"19"
"32";"26100";"2012";"69";"85";"17";N/A;"1967";north_victoria_land;321;1.197;19.148;"1";"23"
"32";"15850";"2011";"44";"68";"25";N/A;"1967";north_victoria_land;142;0.952;22.847;"1";"23"
"32";"26100";"2013";"86";"94";"9";N/A;"1967";north_victoria_land;331;2.542;20.335;"1";"23"
"32";"15850";"2010";"29";"43";"15";N/A;"1967";north_victoria_land;147;1.392;19.495;"1";"23"
"32";"26100";"2014";"95";"107";"13";N/A;"1967";north_victoria_land;330;1.796;21.552;"1";"23"
"32";"15850";"2009";"1";"28";"28";N/A;"1967";north_victoria_land;150;0.789;21.291;"1";"23"
"32";"28000";"1840";"175";"205";"31";N/A;"1967";central_antarctica_south_pole;239;2.121;63.64;"1";"24"
"32";"28000";"1836";"1";"139";"139";N/A;"1967";ronne_shelf;6.87;2.318;319.85;"1";"24"
"32";"28000";"1837";"1";"30";"30";N/A;"1967";ronne_shelf;27.6;2.788;80.85;"1";"24"
"32";"28000";"1837";"1";"30";"30";N/A;"1967";queen_maud_land;27.6;2.788;80.85;"1";"24"
"32";"28000";"1838";"31";"57";"27";N/A;"1967";queen_maud_land;60.1;2.516;65.412;"1";"24"
"32";"12000";"1819";"1";"41";"41";N/A;"1966";peninsula;236;1.253;50.132;"11";"16"
"32";"12000";"1820";"1";"51";"51";N/A;"1966";peninsula;304;0.672;33.623;"11";"16"
"32";;"384";"1";"113";"113";N/A;"1956";central_antarctica_south_pole;6.6;0.278;31.185;"1";"12"
"32";;"385";"114";"123";"10";N/A;"1956";central_antarctica_south_pole;4.13;3.015;27.136;"1";"12"
"32";;"386";"124";"200";"77";N/A;"1956";central_antarctica_south_pole;3.62;0.34;25.812;"1";"12"
"32";;"411";"311";"436";"126";N/A;"1956";central_antarctica_south_pole;312;0.441;55.147;"1";"13"
"32";;"407";"1";"185";"185";N/A;"1956";central_antarctica_south_pole;311;0.882;162.32;"1";"13"
"32";;"408";"186";"206";"21";N/A;"1956";ronne_shelf;229;1.643;32.859;"1";"13"
"32";;"409";"208";"305";"98";N/A;"1956";ronne_shelf;229;1.203;116.65;"1";"13"
"32";;"410";"306";"414";"109";N/A;"1956";ronne_shelf;139;1.023;110.53;"1";"13"
"32";;"410";"306";"414";"109";N/A;"1956";marie_byrd_land;139;1.023;110.53;"1";"13"
"32";;"412";"1";"117";"117";N/A;"1956";marie_byrd_land;137;0.618;71.686;"1";"13"
"32";;"412";"1";"117";"117";N/A;"1956";transantarctic_mountains;137;0.618;71.686;"1";"13"
"32";;"395";"144";"313";"170";N/A;"1956";transantarctic_mountains;206;0.503;85.021;"1";"3"
"32";;"396";"314";"405";"92";N/A;"1956";transantarctic_mountains;175;0.816;74.254;"1";"3"
"32";;"434";"1";"69";"69";N/A;"1956";dry_valleys;114;0.795;54.062;"1";"7"
"32";;"434";"1";"69";"69";N/A;"1956";north_victoria_land;114;0.795;54.062;"1";"7"
"32";"11500";"435";"70";"246";"177";"Convoy Range; Mount Joyce";"1956";north_victoria_land;109;0.551;96.93;"1";"7"
"32";"11500";"435";"70";"246";"177";"Convoy Range; Mount Joyce";"1956";wilkes_land;109;0.551;96.93;"1";"7"
"32";;"666";"1";"75";"75";N/A;"1960";ross_island;153;1.55;114.67;"2";"13"
"32";;"666";"1";"75";"75";N/A;"1960";ross_shelf;153;1.55;114.67;"2";"13"
"32";"25000";"2049";"86";"181";"96";N/A;"1967";central_antarctica_south_pole;298;0.329;31.269;"12";"2"
"32";"20000";"999";"1";"77";"77";"Mount Rabot; Buckley Island; Plunket Point";"1962";transantarctic_mountains;145;1.296;98.5;"11";"9"
"32";"20000";"998";"52";"76";"25";"Mount Rabot; Geologists Range; Nimrod Glacier";"1962";transantarctic_mountains;181;1.563;37.511;"11";"1"
"32";"20000";"996";"1";"121";"121";"Buckley Island; Mount Elizabeth; Plunket Point; The Cloudmaker";"1962";transantarctic_mountains;359;1.264;151.69;"11";"9"
"32";"20000";"995";"157";"194";"38";"Carlyon Glacier; Mount Harmsworth";"1962";transantarctic_mountains;343;1.587;58.725;"11";"2"
"32";"20000";"994";"77";"156";"80";"Mount Olympus; Mount Harmsworth; Carlyon Glacier";"1962";transantarctic_mountains;160;1.829;144.47;"11";"2"
"32";"20000";"993";"39";"76";"38";Wilhoite Nunataks;"1962";transantarctic_mountains;343;1.727;63.897;"11";"2"
"32";"20000";"992";"13";"38";"26";Wilhoite Nunataks;"1962";transantarctic_mountains;79.4;2.039;50.978;"11";"2"
"32";"20000";"991";"1";"12";"12";Mount Nares;"1962";transantarctic_mountains;98.9;2.018;22.196;"11";"2"
"32";"25000";"949";"291";"328";"38";"Mount Joyce; Reeves Neve";"1962";north_victoria_land;278;2.083;77.066;"1";"1"
"32";"25000";"949";"291";"328";"38";"Mount Joyce; Reeves Neve";"1962";wilkes_land;278;2.083;77.066;"1";"1"
"32";"25000";"948";"247";"290";"44";"Mount Joyce; Reeves Neve";"1962";north_victoria_land;98.9;1.967;84.565;"1";"1"
"32";"25000";"948";"247";"290";"44";"Mount Joyce; Reeves Neve";"1962";wilkes_land;98.9;1.967;84.565;"1";"1"
"32";"25000";"947";"196";"246";"51";"Reeves Neve; Mount Melbourne";"1962";north_victoria_land;277;2.019;100.95;"1";"1"
"32";"25000";"947";"196";"246";"51";"Reeves Neve; Mount Melbourne";"1962";wilkes_land;277;2.019;100.95;"1";"1"
