v_cam;altitude;tma_num;V_S;V_E;V_T;maps;year;location;azimuth;photo_dist;fl_length;month;day
"32";"12000";"342";"306";"371";"66";"Ross Island; Mount Discovery";"1956";ross_island;193;1.05;68.253;"11";"14"
"32";"12000";"342";"306";"371";"66";"Ross Island; Mount Discovery";"1956";dry_valleys;193;1.05;68.253;"11";"14"
"32";"18800";"341";"57";"305";"249";"Carlyon Glacier; Mount Harmsworth; Mount Nares; Cape Selborne";"1956";ross_island;165;0.839;208.17;"11";"14"
"32";"18800";"341";"57";"305";"249";"Carlyon Glacier; Mount Harmsworth; Mount Nares; Cape Selborne";"1956";transantarctic_mountains;165;0.839;208.17;"11";"14"
"32";"15700";"339";"156";"199";"44";"Ross Island; Taylor Glacier";"1956";dry_valleys;243;1.299;55.862;"12";"6"
"32";"15700";"337";"71";"110";"40";"Ross Island; Mount Discovery";"1956";ross_island;149;1.316;51.311;"12";"6"
"32";"15700";"337";"71";"110";"40";"Ross Island; Mount Discovery";"1956";dry_valleys;149;1.316;51.311;"12";"6"
"32";"15700";"336";"1";"70";"70";"Ross Island; Mount Discovery";"1956";ross_island;59.4;1.323;91.312;"12";"6"
"32";"15700";"336";"1";"70";"70";"Ross Island; Mount Discovery";"1956";dry_valleys;59.4;1.323;91.312;"12";"6"
"32";"15000";"335";"202";"263";"62";Mount Discovery;"1956";ross_island;237;1.079;65.789;"12";"5"
"32";"15000";"334";"90";"201";"112";"Franklin Island; Ross Island";"1956";dry_valleys;328;0.657;72.914;"12";"5"
"32";"15000";"333";"56";"89";"34";"Convoy Range; Franklin Island";"1956";dry_valleys;184;1.305;43.079;"12";"5"
"32";"15000";"333";"56";"89";"34";"Convoy Range; Franklin Island";"1956";north_victoria_land;184;1.305;43.079;"12";"5"
"32";"15000";"332";"35";"55";"21";"Taylor Glacier; Convoy Range; Ross Island";"1956";dry_valleys;271;1.333;26.666;"12";"5"
"32";"15000";"331";"7";"34";"28";"Ross Island; Taylor Glacier";"1956";dry_valleys;12.1;0.389;10.49;"12";"5"
"32";"15000";"330";"1";"6";"6";Franklin Island;"1956";ross_island;172;1.793;8.964;"12";"5"
"32";"9800";"33";"25";"138";"114";Suvorov Glacier;"1947";wilkes_land;98.6;0.147;16.569;"1";"5"
"32";"16000";"325";"35";"155";"121";"Franklin Island; Mount Melbourne";"1956";dry_valleys;351;1.591;190.93;"12";"3"
"32";"16000";"325";"35";"155";"121";"Franklin Island; Mount Melbourne";"1956";north_victoria_land;351;1.591;190.93;"12";"3"
"32";"16000";"324";"1";"34";"34";Mount Murchison;"1956";north_victoria_land;187;0.226;7.442;"12";"3"
"32";"9800";"32";"1";"24";"24";Suvorov Glacier;"1947";north_victoria_land;340;0.89;20.46;"1";"5"
"00";"7000";"3196";"26";"62";"37";Ross Island;"1999";dry_valleys;226;0.719;25.891;"2";"2"
"00";"13000";"3167";"212";"225";"14";Liv Glacier;"1995";transantarctic_mountains;272;0.843;10.959;"11";"24"
"00";"13000";"3166";"196";"211";"16";Liv Glacier;"1995";transantarctic_mountains;90.2;0.89;13.351;"12";"24"
"00";"13000";"3165";"179";"195";"17";Liv Glacier;"1995";transantarctic_mountains;269;0.76;12.168;"12";"24"
"00";"13000";"3164";"160";"178";"19";Liv Glacier;"1995";transantarctic_mountains;89.5;0.733;13.202;"12";"24"
"00";"13000";"3163";"137";"159";"23";Liv Glacier;"1995";transantarctic_mountains;266;0.682;15.003;"12";"24"
"00";"13000";"3162";"118";"136";"19";Liv Glacier;"1995";transantarctic_mountains;89.9;0.699;12.58;"12";"24"
"00";"13000";"3161";"95";"117";"23";Liv Glacier;"1995";transantarctic_mountains;273;0.603;13.263;"12";"24"
"00";"13000";"3160";"75";"94";"20";Liv Glacier;"1995";transantarctic_mountains;94;0.727;13.814;"12";"24"
"00";"13000";"3159";"57";"74";"18";Liv Glacier;"1995";transantarctic_mountains;270;0.706;12.003;"12";"24"
"00";"13000";"3158";"38";"56";"19";Liv Glacier;"1995";transantarctic_mountains;90.4;0.732;13.18;"12";"24"
"00";"13000";"3157";"16";"37";"22";Liv Glacier;"1995";transantarctic_mountains;270;0.604;12.689;"12";"24"
"00";"13000";"3156";"1";"15";"15";Liv Glacier;"1995";transantarctic_mountains;21.5;0.706;9.881;"12";"24"
"00";"13000";"3154";"105";"128";"24";Liv Glacier;"1995";transantarctic_mountains;92.4;0.551;12.666;"12";"24"
"00";"13000";"3153";"82";"104";"23";Liv Glacier;"1995";transantarctic_mountains;271;0.602;13.255;"12";"24"
"00";"13000";"3152";"59";"81";"23";Liv Glacier;"1995";transantarctic_mountains;91.9;0.618;13.588;"12";"24"
"00";"13000";"3151";"36";"58";"23";Liv Glacier;"1995";transantarctic_mountains;271;0.678;14.925;"12";"24"
"00";"13000";"3150";"17";"35";"19";Liv Glacier;"1995";transantarctic_mountains;92;0.695;12.505;"12";"24"
"00";"13000";"3149";"4";"16";"13";Liv Glacier;"1995";transantarctic_mountains;269;0.758;9.094;"12";"24"
"00";"13000";"3148";"1";"3";"3";Liv Glacier;"1995";transantarctic_mountains;90;0.851;1.702;"12";"24"
"00";"13000";"3145";"195";"204";"10";Liv Glacier;"1995";transantarctic_mountains;94.3;0.617;5.55;"12";"24"
"00";"13000";"3144";"185";"194";"10";Liv Glacier;"1995";transantarctic_mountains;272;0.767;6.9;"12";"24"
"00";"13000";"3143";"172";"184";"13";Liv Glacier;"1995";transantarctic_mountains;93.3;0.708;8.491;"12";"24"
"00";"13000";"3142";"154";"171";"18";Liv Glacier;"1995";transantarctic_mountains;272;0.695;11.813;"12";"24"
"00";"13000";"3141";"132";"153";"22";Liv Glacier;"1995";transantarctic_mountains;95;0.596;12.524;"12";"24"
"00";"13000";"3140";"110";"131";"22";Liv Glacier;"1995";transantarctic_mountains;273;0.596;12.522;"12";"24"
"00";"13000";"3139";"89";"109";"21";Liv Glacier;"1995";transantarctic_mountains;92.7;0.58;11.609;"12";"24"
"00";"13000";"3138";"73";"88";"16";Liv Glacier;"1995";transantarctic_mountains;270;0.64;9.606;"12";"24"
"00";"13000";"3137";"61";"72";"12";Liv Glacier;"1995";transantarctic_mountains;97.3;0.536;5.891;"12";"24"
"00";"13000";"3136";"49";"60";"12";Liv Glacier;"1995";transantarctic_mountains;271;0.26;2.861;"12";"24"
"00";"13000";"3135";"35";"48";"14";Liv Glacier;"1995";transantarctic_mountains;90;0.539;7.006;"12";"24"
"00";"13000";"3134";"20";"34";"15";Liv Glacier;"1995";transantarctic_mountains;273;0.576;8.061;"12";"24"
"00";"13000";"3133";"7";"19";"13";Liv Glacier;"1995";transantarctic_mountains;95.8;0.431;5.177;"12";"24"
"00";"13000";"3132";"1";"6";"6";Liv Glacier;"1995";transantarctic_mountains;274;0.537;2.686;"12";"24"
"00";"12000";"3131";"60";"122";"63";"Mount Discovery; Ross Island";"1995";ross_island;178;1.119;69.377;"11";"6"
"00";"12000";"3130";"1";"59";"59";"Mount Discovery; Ross Island";"1995";ross_island;358;1.209;70.131;"11";"6"
"00";"12000";"3129";"191";"263";"73";"Ross Island; Mount Discovery";"1995";ross_island;177;1.091;78.585;"11";"6"
"00";"12000";"3128";"132";"190";"59";"Ross Island; Mount Discovery";"1995";ross_island;357;1.215;70.488;"11";"6"
"00";"12000";"3128";"132";"190";"59";"Ross Island; Mount Discovery";"1995";ross_shelf;357;1.215;70.488;"11";"6"
"00";"12000";"3127";"77";"131";"55";"Ross Island; Mount Discovery";"1995";ross_island;177;1.269;68.532;"11";"6"
"00";"12000";"3127";"77";"131";"55";"Ross Island; Mount Discovery";"1995";ross_shelf;177;1.269;68.532;"11";"6"
"00";"12000";"3126";"1";"76";"76";"Ross Island; Mount Discovery";"1995";ross_island;357;0.934;70.059;"11";"6"
"00";"12000";"3126";"1";"76";"76";"Ross Island; Mount Discovery";"1995";ross_shelf;357;0.934;70.059;"11";"6"
"00";"12000";"3125";"217";"252";"36";Ross Island;"1995";ross_island;177;1.005;35.178;"11";"6"
"00";"12000";"3125";"217";"252";"36";Ross Island;"1995";ross_shelf;177;1.005;35.178;"11";"6"
"00";"12000";"3124";"182";"216";"35";Ross Island;"1995";ross_island;358;1.052;35.752;"11";"6"
"00";"12000";"3124";"182";"216";"35";Ross Island;"1995";ross_shelf;358;1.052;35.752;"11";"6"
"00";"12000";"3123";"154";"181";"28";Mount Harmsworth;"1995";transantarctic_mountains;129;0.819;22.104;"11";"6"
"00";"12000";"3122";"131";"153";"23";"Mount Harmsworth; Mount Discovery";"1995";ross_island;142;1.162;25.562;"11";"6"
"00";"12000";"3122";"131";"153";"23";"Mount Harmsworth; Mount Discovery";"1995";ross_shelf;142;1.162;25.562;"11";"6"
"00";"12000";"3122";"131";"153";"23";"Mount Harmsworth; Mount Discovery";"1995";transantarctic_mountains;142;1.162;25.562;"11";"6"
"00";"12000";"3121";"107";"130";"24";"Mount Harmsworth; Mount Discovery";"1995";ross_island;324;1.109;25.498;"11";"6"
"00";"12000";"3121";"107";"130";"24";"Mount Harmsworth; Mount Discovery";"1995";ross_shelf;324;1.109;25.498;"11";"6"
"00";"12000";"3121";"107";"130";"24";"Mount Harmsworth; Mount Discovery";"1995";transantarctic_mountains;324;1.109;25.498;"11";"6"
"00";"12000";"3120";"82";"106";"25";Mount Harmsworth;"1995";transantarctic_mountains;310;0.83;19.919;"11";"6"
"00";"21000";"3119";"67";"81";"15";Mount Harmsworth;"1995";transantarctic_mountains;131;1.565;21.909;"11";"3"
"00";"21000";"3118";"48";"66";"19";"Mount Harmsworth; Mount Discovery";"1995";ross_island;145;1.934;34.813;"11";"3"
"00";"21000";"3117";"26";"47";"22";Mount Harmsworth;"1995";transantarctic_mountains;340;1.529;32.115;"11";"3"
"00";"21000";"3116";"1";"25";"25";Mount Harmsworth;"1995";transantarctic_mountains;274;1.361;32.666;"11";"3"
"00";"12000";"3115";"159";"202";"44";Leverett Glacier;"1995";transantarctic_mountains;170;0.902;38.803;"11";"25"
"00";"12000";"3114";"127";"158";"32";Leverett Glacier;"1995";transantarctic_mountains;324;0.847;26.253;"11";"25"
"00";"12000";"3113";"90";"126";"37";Leverett Glacer;"1995";transantarctic_mountains;145;0.745;26.807;"11";"25"
"00";"12000";"3112";"63";"89";"27";Leverett Glacier;"1995";transantarctic_mountains;212;0.653;16.967;"11";"25"
"00";"12000";"3111";"35";"62";"28";Leverett Glacier;"1995";transantarctic_mountains;32.1;0.801;21.619;"11";"25"
"00";"12000";"3110";"1";"34";"34";Leverett Glacier;"1995";transantarctic_mountains;212;0.547;18.039;"11";"25"
"00";"1500";"3102";"335";"337";"3";Ross Island;"1993";ross_island;216;0.331;0.662;"11";"23"
"00";"3000";"3101";"325";"334";"10";Ross Island;"1993";ross_island;294;0.164;1.475;"11";"23"
"00";"16000";"3100";"213";"215";"3";Taylor Glacier;"1993";dry_valleys;120;0.888;1.775;"11";"22"
"00";"22300";"3099";"77";"88";"12";Carlyon Glacier;"1993";transantarctic_mountains;250;2.01;22.115;"11";"16"
"00";"23000";"3098";"67";"76";"10";"Carlyon Glacier; Mount Olympus";"1993";transantarctic_mountains;211;1.988;17.889;"11";"15"
"00";"25000";"3097";"55";"66";"12";"Mount Olympus; Carlyon Glacier; Turnstile Ridge";"1993";transantarctic_mountains;297;2.114;23.256;"11";"15"
"00";"25000";"3096";"49";"54";"6";Turnstile Ridge;"1993";transantarctic_mountains;301;2.036;10.18;"11";"15"
"00";"22000";"3095";"38";"48";"11";Ross Island;"1993";transantarctic_mountains;342;2.06;20.596;"11";"15"
"00";"25000";"3094";"8";"25";"18";Ross Island;"1993";transantarctic_mountains;130;2.181;37.084;"11";"15"
"00";"25000";"3093";"26";"37";"12";Ross Island;"1993";transantarctic_mountains;308;2.147;23.621;"11";"15"
"00";"10000";"3092";"1";"20";"20";Mount Discovery;"1993";ross_island;96.1;1.147;21.795;"11";"21"
"00";"10000";"3091";"21";"41";"21";Mount Discovery;"1993";ross_island;163;1.189;23.781;"11";"21"
"00";"10000";"3090";"42";"52";"11";Mount Discovery;"1993";ross_island;299;1.355;13.554;"11";"21"
"00";"13500";"3089";"102";"106";"5";"Taylor Glacier; Ross Island";"1993";dry_valleys;218;10.9;43.627;"11";"18"
"00";"14000";"3085";"149";"188";"40";"Taylor Glacier; Ross Island";"1993";dry_valleys;39.4;1.133;44.193;"11";"21"
"00";"13500";"3084";"106";"148";"43";"Taylor Glacier; Ross Island";"1993";dry_valleys;218;1.021;42.886;"11";"21"
"00";"14000";"3083";"53";"105";"53";"Taylor Glacier; Ross Island";"1993";dry_valleys;39;1.173;60.993;"11";"21"
"00";"16500";"3082";"90";"136";"47";"Taylor Glacier; Ross Island";"1993";dry_valleys;38.4;1.377;63.338;"11";"22"
"00";"16500";"3081";"137";"187";"51";"Taylor Glacier; Ross Island";"1993";dry_valleys;218;1.333;66.648;"11";"22"
"00";"15500";"3080";"230";"286";"57";"Taylor Glacier; Ross Island";"1993";dry_valleys;37.9;1.222;68.407;"11";"21"
"00";"15500";"3079";"287";"304";"18";Taylor Glacier;"1993";dry_valleys;220;0.998;16.969;"11";"21"
"00";"15500";"3078";"1";"14";"14";Taylor Glacier;"1993";dry_valleys;217;1.04;13.515;"11";"21"
"00";"15500";"3077";"305";"318";"14";Taylor Glacier;"1993";dry_valleys;38.3;1.085;14.105;"11";"21"
"00";"15500";"3076";"15";"30";"16";Taylor Glacier;"1993";dry_valleys;37.3;0.908;13.614;"11";"21"
"00";"15500";"3075";"31";"45";"15";Taylor Glacier;"1993";dry_valleys;216;1.006;14.088;"11";"21"
"00";"15500";"3074";"46";"60";"15";Taylor Glacier;"1993";dry_valleys;38.2;1.007;14.092;"11";"21"
"00";"15500";"3073";"61";"73";"13";Taylor Glacier;"1993";dry_valleys;218;1.077;12.928;"11";"21"
"00";"15500";"3072";"74";"83";"10";Taylor Glacier;"1993";dry_valleys;36;1.165;10.487;"11";"21"
"00";"15500";"3071";"84";"89";"6";Taylor Glacier;"1993";dry_valleys;216;1.17;5.852;"11";"21"
"00";"20500";"3070";"251";"260";"10";Mount Discovery;"1993";ross_island;199;2.125;19.121;"11";"22"
"00";"12500";"3069";"89";"94";"6";Ross Island;"1993";ross_island;323;1.46;7.299;"11";"16"
"00";"12500";"3068";"108";"112";"5";Ross Island;"1993";ross_island;149;1.452;5.809;"11";"22"
"00";"5000";"3067";"131";"157";"27";Ross Island;"1993";ross_island;18.5;0.274;7.121;"11";"22"
"00";"5000";"3066";"158";"186";"29";Ross Island;"1993";ross_island;198;0.251;7.015;"11";"22"
"00";"5000";"3065";"187";"212";"26";Ross Island;"1993";ross_island;20.6;0.254;6.34;"11";"22"
"00";"10000";"3063";"102";"107";"6";Ross Island;"1993";ross_island;189;1.096;5.482;"11";"20"
"00";"10000";"3062";"113";"117";"5";Ross Island;"1993";ross_island;165;0.969;3.877;"11";"22"
"00";"10000";"3061";"125";"130";"6";Ross Island;"1993";dry_valleys;315;1.151;5.753;"11";"22"
"00";"10000";"3060";"123";"124";"2";Ross Island;"1993";dry_valleys;18.4;1.304;1.304;"11";"22"
"00";"10000";"3059";"118";"122";"5";Ross Island;"1993";dry_valleys;71.7;0.994;3.974;"11";"22"
"00";"19000";"3058";"216";"220";"5";Taylor Glacier;"1993";dry_valleys;71.7;1.597;6.388;"11";"22"
"00";"25000";"3057";"230";"237";"8";Taylor Glacier;"1993";dry_valleys;73.5;2.237;15.658;"11";"22"
"00";"25000";"3056";"221";"229";"9";Taylor Glacier;"1993";dry_valleys;253;2.333;18.663;"11";"22"
"00";"25000";"3055";"242";"250";"9";Taylor Glacier;"1993";dry_valleys;251;2.317;18.533;"11";"22"
"00";"22000";"3054";"296";"298";"3";Mount Melbourne;"1993";north_victoria_land;159;1.731;3.462;"11";"23"
"00";"3000";"3053";"89";"93";"5";Ross Island;"1993";ross_island;127;0.297;1.186;"11";"16"
"00";"3000";"3052";"94";"97";"4";Ross Island;"1993";ross_island;276;0.33;0.991;"11";"16"
"00";"3000";"3050";"3";"7";"5";Franklin Island;"1993";ross_island;36.4;0.304;1.218;"11";"8"
"00";"2000";"3049";"46";"57";"12";Mount Melbourne;"1993";north_victoria_land;259;0.158;1.734;"11";"8"
"00";"2500";"3048";"321";"324";"4";Mount Melbourne;"1993";north_victoria_land;355;0.519;1.556;"11";"23"
"00";"2500";"3047";"315";"320";"6";Mount Melbourne;"1993";north_victoria_land;34.3;0.53;2.649;"11";"23"
"00";"2500";"3045";"303";"307";"5";Mount Melbourne;"1993";north_victoria_land;280;0.293;1.174;"11";"23"
"00";"3000";"3043";"64";"66";"3";Mount Melbourne;"1993";north_victoria_land;166;0.47;0.94;"11";"8"
"00";"3000";"3042";"58";"63";"6";Mount Melbourne;"1993";north_victoria_land;221;0.393;1.964;"11";"8"
"00";"3000";"3039";"40";"44";"5";Mount Melbourne;"1993";north_victoria_land;142;0.358;1.431;"11";"8"
"00";"12500";"3038";"299";"302";"4";Mount Melbourne;"1993";north_victoria_land;166;1.523;4.569;"11";"23"
"00";"25000";"3037";"277";"283";"7";Mount Melbourne;"1993";north_victoria_land;345;2.6;15.6;"11";"23"
"00";"25000";"3036";"270";"276";"7";Mount Melbourne;"1993";north_victoria_land;159;2.647;15.885;"11";"23"
"00";"25000";"3035";"261";"264";"4";Mount Melbourne;"1993";north_victoria_land;170;2.891;8.672;"11";"23"
"00";"25000";"3034";"265";"269";"5";Mount Melbourne;"1993";north_victoria_land;340;2.714;10.857;"11";"23"
"00";"25000";"3033";"284";"289";"6";Mount Melbourne;"1993";north_victoria_land;90.5;2.508;12.539;"11";"23"
"00";"25000";"3032";"290";"295";"6";Mount Melbourne;"1993";north_victoria_land;271;2.388;11.939;"11";"23"
"00";"25000";"3031";"217";"226";"10";Ross Island;"1993";ross_island;38.7;2.476;22.286;"11";"22"
"00";"25000";"3030";"198";"216";"19";Ross Island;"1993";ross_island;206;2.539;45.709;"11";"22"
"00";"25000";"3029";"124";"151";"28";Ross Island;"1993";ross_island;190;1.31;35.378;"11";"23"
"00";"25000";"3028";"348";"364";"17";Ross Island;"1993";ross_island;112;1.315;21.045;"11";"23"
"00";"25000";"3027";"227";"247";"21";Ross Island;"1993";ross_island;120;2.336;46.723;"11";"22"
"00";"25000";"3026";"324";"345";"22";Ross Island;"1993";ross_island;284;1.259;26.433;"11";"22"
"00";"25000";"3025";"316";"347";"32";Ross Island;"1993";ross_island;256;1.267;39.269;"11";"23"
"00";"25000";"3025";"316";"347";"32";Ross Island;"1993";dry_valleys;256;1.267;39.269;"11";"23"
"00";"25000";"3024";"283";"315";"33";Ross Island;"1993";ross_island;73.2;1.421;45.477;"11";"23"
"00";"25000";"3024";"283";"315";"33";Ross Island;"1993";dry_valleys;73.2;1.421;45.477;"11";"23"
"00";"25000";"3023";"252";"282";"31";Ross Island;"1993";ross_island;255;1.468;44.041;"11";"23"
"00";"25000";"3023";"252";"282";"31";Ross Island;"1993";dry_valleys;255;1.468;44.041;"11";"23"
"00";"25000";"3022";"199";"251";"53";Ross Island;"1993";ross_island;77.4;1.427;74.199;"11";"23"
"00";"25000";"3022";"199";"251";"53";Ross Island;"1993";dry_valleys;77.4;1.427;74.199;"11";"23"
"00";"25000";"3021";"1";"43";"43";Ross Island;"1993";ross_island;257;1.367;57.412;"11";"16"
"00";"25000";"3020";"43";"90";"48";Ross Island;"1993";ross_island;77.8;1.215;57.084;"11";"16"
"00";"25000";"3019";"91";"144";"54";Ross Island;"1993";ross_island;257;1.097;58.132;"11";"16"
"00";"25000";"3018";"145";"197";"53";Ross Island;"1993";ross_island;77.3;1.106;57.49;"11";"16"
"00";"25000";"3017";"152";"198";"47";Ross Island;"1993";ross_island;256;1.128;51.886;"11";"23"
"00";"25000";"3016";"346";"382";"37";Ross Island;"1993";ross_island;77.9;1.283;46.174;"11";"22"
"00";"25000";"3015";"305";"323";"19";Ross Island;"1993";ross_island;254;1.372;24.695;"11";"22"
"00";"25000";"3014";"286";"304";"19";Ross Island;"1993";ross_island;73.2;1.107;19.918;"11";"22"
"00";"25000";"3013";"269";"285";"17";Ross Island;"1993";ross_island;256;1.071;17.14;"11";"22"
"00";"25000";"3012";"248";"261";"14";Ross Island;"1993";ross_island;254;1.325;17.222;"11";"22"
"00";"25000";"3011";"242";"287";"46";Ross Island;"1993";dry_valleys;157;1.239;55.757;"11";"15"
"00";"25000";"3011";"242";"287";"46";Ross Island;"1993";north_victoria_land;157;1.239;55.757;"11";"15"
"00";"25000";"3010";"1";"42";"42";Ross Island;"1993";dry_valleys;153;1.412;57.874;"11";"14"
"00";"25000";"3010";"1";"42";"42";Ross Island;"1993";north_victoria_land;153;1.412;57.874;"11";"14"
"00";"25000";"3009";"1";"58";"58";"Taylor Glacier; Ross Island";"1993";dry_valleys;71.8;1.122;63.956;"11";"14"
"00";"25000";"3008";"59";"114";"56";"Taylor Glacier; Ross Island";"1993";dry_valleys;250;1.134;62.375;"11";"14"
"00";"25000";"3007";"115";"163";"49";"Taylor Glacier; Ross Island";"1993";dry_valleys;71.2;1.194;57.29;"11";"14"
"00";"25000";"3006";"164";"207";"44";"Taylor Glacier; Ross Island";"1993";dry_valleys;250;1.267;54.494;"11";"14"
"00";"25000";"3005";"208";"255";"48";"Taylor Glacier; Ross Island";"1993";dry_valleys;71.5;1.227;57.648;"11";"14"
"00";"25000";"3004";"256";"309";"54";"Ross Island; Convoy Range";"1993";dry_valleys;251;1.132;59.997;"11";"14"
"00";"25000";"3004";"256";"309";"54";"Ross Island; Convoy Range";"1993";wilkes_land;251;1.132;59.997;"11";"14"
"00";"25000";"3003";"1";"56";"56";"Ross Island; Convoy Range";"1993";dry_valleys;71.6;1.126;61.937;"11";"14"
"00";"25000";"3003";"1";"56";"56";"Ross Island; Convoy Range";"1993";wilkes_land;71.6;1.126;61.937;"11";"14"
"00";"25000";"3002";"57";"113";"57";"Ross Island; Convoy Range";"1993";dry_valleys;250;1.115;62.447;"11";"14"
"00";"25000";"3002";"57";"113";"57";"Ross Island; Convoy Range";"1993";wilkes_land;250;1.115;62.447;"11";"14"
"00";"25000";"3001";"179";"241";"63";"Ross Island; Convoy Range";"1993";dry_valleys;71.1;1.114;69.092;"11";"14"
"00";"25000";"3001";"179";"241";"63";"Ross Island; Convoy Range";"1993";wilkes_land;71.1;1.114;69.092;"11";"14"
"00";"25000";"3000";"114";"178";"65";"Ross Island; Convoy Range";"1993";dry_valleys;250;1.077;68.9;"11";"14"
"00";"25000";"3000";"114";"178";"65";"Ross Island; Convoy Range";"1993";wilkes_land;250;1.077;68.9;"11";"14"
"00";"25000";"2999";"286";"347";"62";"Ross Island; Convoy Range";"1993";dry_valleys;70.6;1.145;69.844;"11";"14"
"00";"25000";"2999";"286";"347";"62";"Ross Island; Convoy Range";"1993";wilkes_land;70.6;1.145;69.844;"11";"14"
"00";"25000";"2998";"225";"285";"61";"Ross Island; Convoy Range";"1993";dry_valleys;250;1.157;69.447;"11";"14"
"00";"25000";"2998";"225";"285";"61";"Ross Island; Convoy Range";"1993";wilkes_land;250;1.157;69.447;"11";"14"
"00";"25000";"2997";"160";"218";"59";"Ross Island; Convoy Range";"1993";dry_valleys;70.4;1.054;61.152;"11";"14"
"00";"25000";"2996";"102";"159";"58";"Ross Island; Convoy Range";"1993";dry_valleys;249;1.229;70.078;"11";"14"
"00";"25000";"2996";"102";"159";"58";"Ross Island; Convoy Range";"1993";wilkes_land;249;1.229;70.078;"11";"14"
"00";"25000";"2995";"43";"101";"59";"Ross Island; Convoy Range";"1993";dry_valleys;70.7;1.21;70.157;"11";"14"
"00";"25000";"2995";"43";"101";"59";"Ross Island; Convoy Range";"1993";north_victoria_land;70.7;1.21;70.157;"11";"14"
"00";"25000";"2995";"43";"101";"59";"Ross Island; Convoy Range";"1993";wilkes_land;70.7;1.21;70.157;"11";"14"
"00";"26000";"2992";"197";"221";"25";"Ross Island; Taylor Glacier";"1982";dry_valleys;251;2.627;63.036;"12";"29"
"00";"26000";"2991";"170";"196";"27";"Ross Island; Taylor Glacier";"1982";dry_valleys;71.3;2.289;59.509;"12";"29"
"00";"26000";"2990";"141";"169";"29";"Ross Island; Taylor Glacier";"1982";dry_valleys;252;2.313;64.754;"12";"29"
"00";"26000";"2989";"116";"140";"25";"Ross Island; Taylor Glacier";"1982";dry_valleys;71.7;2.516;60.384;"12";"29"
"00";"26000";"2988";"88";"115";"28";"Ross Island; Taylor Glacier";"1982";dry_valleys;251;2.268;61.224;"12";"29"
"00";"26000";"2987";"64";"87";"24";"Ross Island; Taylor Glacier";"1982";dry_valleys;70.3;2.472;56.863;"12";"29"
"00";"26000";"2986";"38";"63";"26";"Ross Island; Taylor Glacier";"1982";dry_valleys;251;2.31;57.746;"12";"29"
"00";"26000";"2985";"16";"37";"22";"Ross Island; Taylor Glacier";"1982";dry_valleys;72.1;2.503;52.558;"12";"29"
"00";"11500";"2983";"169";"194";"26";Taylor Glacier;"1989";dry_valleys;250;0.567;14.164;"1";"11"
"00";"11500";"2981";"103";"131";"29";Taylor Glacier;"1989";dry_valleys;249;0.487;13.631;"1";"11"
"00";"15000";"2980";"87";"102";"16";Ross Island;"1989";ross_island;350;0.253;3.793;"1";"11"
"00";"18000";"2979";"83";"86";"4";Ross Island;"1989";ross_island;163;0.238;0.713;"1";"11"
"00";"10600";"2978";"69";"82";"14";Plunket Point;"1989";transantarctic_mountains;333;0.727;9.456;"1";"11"
"00";"10600";"2977";"55";"68";"14";Plunket Point;"1989";transantarctic_mountains;332;0.716;9.308;"1";"11"
"00";"12800";"2975";"42";"48";"7";D'Angelo Bluff;"1989";central_antarctica_south_pole;49.6;0.485;2.91;"1";"11"
"00";"12800";"2974";"28";"41";"14";D'Angelo Bluff;"1989";central_antarctica_south_pole;230;0.555;7.22;"1";"11"
"00";"12800";"2973";"14";"27";"14";D'Angelo Bluff;"1989";central_antarctica_south_pole;229;0.596;7.753;"1";"11"
"00";"12800";"2972";"1";"13";"13";D'Angelo Bluff;"1989";central_antarctica_south_pole;231;0.615;7.374;"1";"11"
"00";"11500";"2970";"191";"196";"6";Taylor Glacier;"1989";dry_valleys;251;0.629;3.146;"1";"13"
"00";"11500";"2969";"165";"190";"26";Taylor Glacier;"1989";dry_valleys;72.3;0.558;13.94;"1";"13"
"00";"11500";"2968";"160";"164";"5";Taylor Glacier;"1989";dry_valleys;71.4;0.463;1.852;"1";"13"
"00";"11500";"2967";"129";"159";"31";Taylor Glacier;"1989";dry_valleys;250;0.533;15.976;"1";"13"
"00";"11500";"2966";"103";"128";"26";Taylor Glacier;"1989";dry_valleys;70.1;0.542;13.546;"1";"13"
"00";"11500";"2965";"74";"102";"29";Taylor Glacier;"1989";dry_valleys;249;0.475;13.304;"1";"13"
"00";"11500";"2964";"50";"73";"24";Taylor Glacier;"1989";dry_valleys;70;0.637;14.64;"1";"13"
"00";"11500";"2963";"23";"49";"27";Taylor Glacier;"1989";dry_valleys;250;0.667;17.336;"1";"13"
"00";"11500";"2962";"15";"22";"8";Taylor Glacier;"1989";dry_valleys;250;0.475;3.322;"1";"13"
"00";"11500";"2961";"8";"14";"7";Taylor Glacier;"1989";dry_valleys;250;0.476;2.854;"1";"13"
"00";"14500";"2953";"56";"64";"9";Ross Island;"1981";ross_island;7.65;1.17;9.362;"1";"31"
"00";"11000";"2952";"48";"55";"8";Ross Island;"1981";ross_island;328;1.237;8.659;"1";"31"
"00";"6000";"2951";"40";"47";"8";Ross Island;"1981";ross_island;134;0.616;4.314;"1";"31"
"00";"2000";"2950";"26";"39";"14";Ross Island;"1981";ross_island;274;0.182;2.366;"1";"31"
"00";"2000";"2949";"9";"25";"17";Ross Island;"1981";ross_island;306;0.546;8.737;"1";"31"
"00";"6000";"2948";"1";"8";"8";Ross Island;"1981";ross_island;319;0.473;3.313;"1";"31"
