# CoordinateSystem: PROJCS["WGS 84 / Antarctic Polar Stereographic",GEOGCS["WGS 84",DATUM["World Geodetic System 1984 ensemble",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]],PROJECTION["PolarStereographicB",AUTHORITY["EPSG","9829"]],PARAMETER["latitude_of_origin",-71],PARAMETER["central_meridian",0],PARAMETER["false_easting",0],PARAMETER["false_northing",0],UNIT["metre",1,AUTHORITY["EPSG","9001"]],AUTHORITY["EPSG","3031"]]
#Label;Enable;X/Easting;Y/Northing;Z/Altitude;Yaw;Pitch;Roll;Accuracy_X/Y_(m);Accuracy_Z_(m);Accuracy_Yaw_(deg);Accuracy_Pitch/Roll_(deg);Error_(m);X_error;Y_error;Z_error;Error_(deg);Yaw_error;Pitch_error;Roll_error;X_est;Y_est;Z_est;Yaw_est;Pitch_est;Roll_est;X_var;Y_var;Z_var;Yaw_var;Pitch_var;Roll_var
CA213832V0202.tif;1;-2427387.055684;1213215.292408;4572.000000;266.953980;0.000000;0.000000;10000.000000;500.000000;60.000000;10.000000;;;;;;;;;;;;;;;;;;;;
CA213832V0203.tif;1;-2430473.225754;1214558.152749;4572.000000;266.957745;0.000000;0.000000;10000.000000;500.000000;60.000000;10.000000;;;;;;;;;;;;;;;;;;;;
CA213832V0204.tif;1;-2433559.395823;1215901.013090;4572.000000;266.961501;0.000000;0.000000;10000.000000;500.000000;60.000000;10.000000;;;;;;;;;;;;;;;;;;;;
CA213833R0193.tif;1;-2399611.525060;1201129.549337;4572.000000;266.919668;-60.000000;-30.000000;10000.000000;500.000000;60.000000;10.000000;;;;;;;;;;;;;;;;;;;;
CA213833R0194.tif;1;-2402697.695130;1202472.409678;4572.000000;266.923518;-60.000000;-30.000000;10000.000000;500.000000;60.000000;10.000000;;;;;;;;;;;;;;;;;;;;
CA213833R0195.tif;1;-2405783.865199;1203815.270019;4572.000000;266.927359;-60.000000;-30.000000;10000.000000;500.000000;60.000000;10.000000;;;;;;;;;;;;;;;;;;;;
CA213833R0196.tif;1;-2408870.035268;1205158.130361;4572.000000;266.931191;-60.000000;-30.000000;10000.000000;500.000000;60.000000;10.000000;;;;;;;;;;;;;;;;;;;;
CA213833R0197.tif;1;-2411956.205338;1206500.990702;4572.000000;266.935013;-60.000000;-30.000000;10000.000000;500.000000;60.000000;10.000000;;;;;;;;;;;;;;;;;;;;
CA213833R0198.tif;1;-2415042.375407;1207843.851043;4572.000000;266.938825;-60.000000;-30.000000;10000.000000;500.000000;60.000000;10.000000;;;;;;;;;;;;;;;;;;;;
CA213833R0199.tif;1;-2418128.545476;1209186.711384;4572.000000;266.942628;-60.000000;-30.000000;10000.000000;500.000000;60.000000;10.000000;;;;;;;;;;;;;;;;;;;;
